10.10.10.2,25,10.10.10.3,25
10.10.10.2,26,10.10.10.4,25
10.10.10.2,24,10.10.10.6,25
10.10.10.3,26,10.10.10.7,25
10.10.10.4,26,10.10.10.5,25
